geoNameId	geoJSON
49518	{"type":"Polygon","coordinates":[[[29.96,-2.327],[29.919,-2.703],[29.724,-2.819],[29.438,-2.798],[29.371,-2.84],[29.329,-2.683],[29.15,-2.592],[29.062,-2.602],[29.04,-2.745],[28.898,-2.661],[28.862,-2.532],[28.884,-2.393],[29.145,-1.989],[29.143,-1.84],[29.362,-1.509],[29.45,-1.506],[29.557,-1.39],[29.66,-1.393],[29.735,-1.34],[29.796,-1.373],[29.824,-1.309],[29.888,-1.426],[30.071,-1.392],[30.345,-1.131],[30.352,-1.062],[30.47,-1.053],[30.592,-1.344],[30.738,-1.445],[30.839,-1.651],[30.818,-1.883],[30.9,-2.078],[30.857,-2.314],[30.782,-2.391],[30.659,-2.414],[30.242,-2.36],[30.131,-2.438],[29.96,-2.327]]]}
51537	{"type":"Polygon","coordinates":[[[43.248,0.381],[41.558,-1.675],[40.998,-0.866],[40.987,2.83],[41.956,4.085],[42.074,4.176],[42.727,4.271],[42.939,4.416],[42.98,4.521],[43.164,4.671],[43.686,4.892],[43.982,4.963],[44.951,4.903],[46.114,6.162],[47.988,8.004],[47.012,8.001],[44.011,9.007],[43.628,9.354],[43.583,9.336],[43.438,9.419],[43.387,9.557],[43.283,9.635],[42.989,10.109],[42.861,10.204],[42.799,10.414],[42.663,10.632],[42.767,10.784],[43.249,11.47],[43.459,11.35],[43.499,11.219],[44.208,10.508],[44.978,10.43],[45.324,10.665],[45.461,10.667],[45.76,10.875],[46.137,10.772],[46.25,10.786],[46.448,10.689],[47.399,11.18],[48.227,11.213],[48.654,11.329],[48.957,11.243],[50.769,11.979],[51.277,11.837],[51.114,10.973],[51.146,10.634],[51.099,10.487],[51.014,10.443],[51.192,10.477],[51.189,10.538],[51.379,10.487],[51.392,10.4],[51.263,10.413],[50.897,10.32],[50.841,9.443],[49.089,6.451],[49.054,6.178],[48.853,5.82],[48.191,4.885],[48.006,4.53],[47.453,3.884],[46.026,2.437],[45.125,1.914],[43.489,0.65],[43.248,0.381]]]}
69543	{"type":"MultiPolygon","coordinates":[[[[53.247,12.122],[53.274,12.131],[53.3,12.117],[53.259,12.113],[53.247,12.122]]],[[[52.063,12.235],[52.11,12.249],[52.392,12.204],[52.371,12.162],[52.286,12.157],[52.063,12.235]]],[[[53.48,12.419],[53.303,12.537],[53.396,12.586],[53.396,12.656],[53.516,12.713],[53.961,12.645],[54.104,12.702],[54.531,12.547],[54.134,12.349],[53.999,12.328],[53.669,12.305],[53.546,12.341],[53.48,12.419]]],[[[52.98,12.163],[53.068,12.179],[53.092,12.143],[53.065,12.129],[52.98,12.163]]],[[[41.839,15.536],[41.816,15.544],[41.842,15.567],[41.854,15.549],[41.839,15.536]]],[[[42.407,16.095],[42.402,16.102],[42.415,16.109],[42.412,16.096],[42.407,16.095]]],[[[42.371,16.179],[42.357,16.202],[42.369,16.22],[42.384,16.2],[42.371,16.179]]],[[[42.607,15.739],[42.6,15.743],[42.624,15.77],[42.607,15.739]]],[[[42.199,16.285],[42.19,16.294],[42.196,16.324],[42.21,16.307],[42.199,16.285]]],[[[41.967,16.301],[41.958,16.302],[41.962,16.326],[41.971,16.305],[41.967,16.301]]],[[[42.328,16.278],[42.293,16.289],[42.335,16.32],[42.343,16.304],[42.328,16.278]]],[[[42.237,16.295],[42.236,16.314],[42.261,16.333],[42.237,16.295]]],[[[42.351,16.261],[42.346,16.271],[42.361,16.284],[42.359,16.264],[42.351,16.261]]],[[[42.436,16.357],[42.437,16.365],[42.458,16.366],[42.459,16.363],[42.436,16.357]]],[[[42.464,16.266],[42.462,16.309],[42.504,16.284],[42.504,16.27],[42.464,16.266]]],[[[42.602,15.622],[42.582,15.648],[42.636,15.629],[42.602,15.622]]],[[[42.303,15.659],[42.278,15.691],[42.291,15.715],[42.296,15.711],[42.303,15.659]]],[[[42.675,15.687],[42.673,15.691],[42.682,15.713],[42.684,15.71],[42.675,15.687]]],[[[42.465,15.698],[42.384,15.701],[42.376,15.742],[42.48,15.716],[42.465,15.698]]],[[[43.429,12.631],[43.416,12.651],[43.388,12.659],[43.433,12.658],[43.429,12.631]]],[[[42.675,13.648],[42.701,13.734],[42.773,13.781],[42.741,13.693],[42.675,13.648]]],[[[42.773,13.839],[42.775,13.865],[42.803,13.876],[42.786,13.843],[42.773,13.839]]],[[[42.762,13.905],[42.675,14.006],[42.755,14.067],[42.79,14.026],[42.762,13.905]]],[[[42.159,15.017],[42.149,15.022],[42.156,15.037],[42.164,15.029],[42.159,15.017]]],[[[42.175,15.034],[42.157,15.065],[42.172,15.083],[42.187,15.069],[42.175,15.034]]],[[[42.029,15.176],[42.019,15.197],[42.024,15.207],[42.034,15.179],[42.029,15.176]]],[[[42.583,15.264],[42.534,15.302],[42.553,15.386],[42.636,15.456],[42.57,15.394],[42.635,15.4],[42.583,15.264]]],[[[42.492,15.488],[42.478,15.495],[42.502,15.506],[42.529,15.497],[42.492,15.488]]],[[[42.407,15.469],[42.378,15.49],[42.358,15.533],[42.379,15.529],[42.407,15.469]]],[[[45.101,12.94],[45.037,12.752],[44.969,12.778],[45.023,12.794],[45.002,12.849],[44.895,12.773],[44.851,12.792],[44.846,12.773],[44.917,12.768],[44.894,12.731],[44.787,12.771],[44.725,12.739],[44.699,12.789],[44.286,12.628],[44.171,12.616],[44.15,12.655],[43.968,12.591],[43.797,12.69],[43.453,12.691],[43.239,13.254],[43.289,13.679],[42.596,15.233],[42.717,15.595],[42.686,15.731],[42.809,15.868],[42.755,16.391],[43.14,16.597],[43.131,16.671],[43.231,16.642],[43.253,16.805],[43.138,16.911],[43.195,16.944],[43.181,17.032],[43.249,17.015],[43.227,17.075],[43.16,17.087],[43.202,17.259],[43.32,17.302],[43.228,17.385],[43.241,17.481],[43.42,17.566],[46.75,17.283],[47,16.95],[47.467,17.117],[47.6,17.45],[48.183,18.167],[49.117,18.617],[52,19],[53.107,16.654],[52.278,16.258],[52.199,15.603],[51.868,15.481],[51.862,15.44],[51.677,15.402],[51.66,15.331],[50.774,15.08],[50.176,14.841],[50.023,14.829],[49.205,14.555],[49.17,14.502],[49.102,14.52],[48.991,14.319],[48.686,14.039],[46.928,13.539],[46.69,13.424],[46.246,13.427],[45.669,13.347],[45.381,13.054],[45.101,12.94]]]]}
99237	{"type":"Polygon","coordinates":[[[47.696,31.235],[47.854,30.999],[48.036,30.997],[48.034,30.729],[48.408,30.211],[48.554,29.931],[47.209,30.036],[46.69,29.23],[46.427,29.062],[44.722,29.198],[42.925,30.516],[40.075,32.006],[39.197,32.155],[39.295,32.231],[39.044,32.304],[38.795,33.378],[41.004,34.419],[41.212,35.201],[41.29,36.356],[41.403,36.526],[41.602,36.559],[42.786,37.384],[44.116,37.316],[44.262,37.242],[44.268,37.167],[44.209,37.124],[44.317,36.971],[44.35,37.038],[44.581,37.162],[44.746,37.174],[44.819,37.056],[44.91,37.024],[44.922,36.784],[45.067,36.681],[45.013,36.543],[45.104,36.419],[45.239,36.431],[45.279,36.381],[45.406,35.991],[45.506,36.021],[45.658,35.944],[46.347,35.817],[46.269,35.728],[45.98,35.585],[46.192,35.217],[46.171,35.113],[45.895,34.966],[45.868,34.904],[45.798,34.914],[45.698,34.678],[45.722,34.557],[45.653,34.572],[45.554,34.339],[45.563,34.141],[45.401,33.98],[45.508,33.942],[45.831,33.629],[45.899,33.633],[46.05,33.378],[46.182,33.26],[46.199,33.196],[46.113,33.083],[46.103,32.971],[46.406,32.943],[47.363,32.475],[47.439,32.389],[47.864,31.799],[47.696,31.235]]]}
102358	{"type":"MultiPolygon","coordinates":[[[[37.077,24.956],[37.036,24.963],[37.046,25],[37.08,24.965],[37.077,24.956]]],[[[42.171,16.563],[41.839,16.719],[41.771,16.777],[41.754,16.876],[41.945,16.711],[42.078,16.809],[42.171,16.563]]],[[[41.867,17.004],[41.941,16.974],[41.982,16.751],[41.837,16.869],[41.867,17.004]]],[[[46.122,29.086],[46.438,29.066],[46.547,29.104],[47.46,28.999],[47.689,28.539],[48.42,28.545],[48.501,28.498],[48.692,28.001],[48.876,27.839],[48.851,27.726],[48.853,27.81],[48.798,27.805],[48.839,27.62],[48.962,27.625],[49.077,27.54],[49.246,27.541],[49.308,27.442],[49.123,27.435],[49.483,27.15],[49.542,27.171],[49.631,27.042],[49.953,26.851],[50.159,26.657],[50.104,26.445],[50.214,26.372],[50.211,26.186],[50.117,26.091],[50.039,26.193],[49.994,26.02],[50.107,25.921],[50.259,25.66],[50.25,25.63],[50.177,25.713],[50.271,25.557],[50.483,25.414],[50.554,25.084],[50.728,24.875],[50.771,24.721],[50.831,24.75],[50.857,24.706],[51.482,24.591],[51.278,24.306],[51.442,24.316],[51.584,24.26],[51.583,24.117],[52.583,22.939],[55.199,22.7],[55.666,22],[55,20],[51.999,18.999],[48.766,18.266],[47.375,16.752],[47.432,17.114],[47,16.95],[46.75,17.283],[46.367,17.233],[44.889,17.395],[44.888,17.239],[44.467,17.412],[44.185,17.409],[43.939,17.306],[43.755,17.354],[43.639,17.47],[43.346,17.477],[43.206,16.672],[42.919,16.423],[42.79,16.378],[42.482,17.059],[42.408,17.121],[42.365,17.111],[42.371,17.04],[42.306,17.45],[41.679,17.949],[41.391,18.524],[41.205,18.695],[41.242,18.814],[41.172,18.867],[41.15,18.995],[40.892,19.498],[40.767,19.602],[40.802,19.672],[40.754,19.768],[40.644,19.789],[40.514,19.971],[40.099,20.271],[39.88,20.288],[39.662,20.436],[39.429,20.76],[39.449,20.822],[39.348,20.869],[39.177,21.099],[39.106,21.28],[39.156,21.369],[39.144,21.533],[38.993,21.837],[39.031,22.215],[39.082,22.327],[39.063,22.583],[38.847,22.925],[38.942,22.845],[38.706,23.245],[38.675,23.423],[37.663,24.297],[37.599,24.25],[37.442,24.371],[37.45,24.454],[37.154,24.829],[37.259,24.875],[37.236,25.182],[36.857,25.715],[36.719,25.752],[36.653,25.862],[36.698,25.939],[36.499,26.124],[36.33,26.455],[35.999,26.922],[35.822,27.096],[35.725,27.306],[35.566,27.443],[35.499,27.625],[35.33,27.863],[34.647,28.066],[34.614,28.029],[34.574,28.109],[34.803,28.575],[34.843,28.885],[34.953,28.89],[34.825,28.894],[34.949,29.352],[36.044,29.191],[36.729,29.854],[37.492,30.011],[37.648,30.331],[37.981,30.499],[36.96,31.491],[37.986,31.753],[39.197,32.155],[40.413,31.948],[41.44,31.373],[42.085,31.112],[44.722,29.198],[46.122,29.086]]],[[[35.758,27.077],[35.741,27.094],[35.726,27.129],[35.75,27.104],[35.758,27.077]]],[[[49.452,27.286],[49.456,27.319],[49.513,27.365],[49.639,27.316],[49.521,27.342],[49.452,27.286]]],[[[34.519,28.011],[34.547,27.999],[34.616,27.918],[34.5,27.942],[34.519,28.011]]]]}
130758	{"type":"MultiPolygon","coordinates":[[[[50.322,29.207],[50.296,29.252],[50.291,29.278],[50.338,29.269],[50.322,29.207]]],[[[56.464,27.037],[56.432,27.076],[56.47,27.109],[56.509,27.072],[56.464,27.037]]],[[[54.028,26.484],[53.93,26.499],[53.904,26.536],[54.019,26.554],[54.028,26.484]]],[[[53.281,26.785],[53.203,26.802],[53.152,26.846],[53.305,26.824],[53.281,26.785]]],[[[56.34,26.822],[56.344,26.884],[56.409,26.886],[56.398,26.851],[56.34,26.822]]],[[[56.288,26.95],[55.987,26.728],[55.284,26.559],[55.282,26.658],[55.36,26.643],[55.77,26.793],[55.752,26.952],[56.221,27.001],[56.288,26.95]]],[[[55.704,26.812],[55.637,26.785],[55.626,26.833],[55.697,26.931],[55.735,26.838],[55.704,26.812]]],[[[59.247,25.426],[59.026,25.397],[58.952,25.479],[58.333,25.589],[58.135,25.541],[57.995,25.65],[57.318,25.771],[57.167,26.072],[56.809,27.124],[56.133,27.16],[55.946,27.024],[55.828,27.007],[55.583,26.885],[55.594,26.794],[55.359,26.773],[54.795,26.49],[54.242,26.708],[53.687,26.733],[53.482,26.859],[53.459,26.957],[53.396,26.999],[53.001,27.129],[51.723,27.836],[51.582,27.849],[51.43,27.938],[50.641,29.138],[50.277,29.811],[50.131,29.958],[50.136,30.048],[50.038,30.213],[49.565,30.005],[49.368,30.171],[49.238,30.188],[48.961,30.343],[48.917,30.039],[48.674,30.009],[48.602,29.95],[48.453,29.998],[48.032,30.491],[48.036,30.997],[47.694,31.001],[47.697,31.408],[47.864,31.799],[47.413,32.341],[47.363,32.475],[47.137,32.463],[46.842,32.679],[46.107,32.967],[46.182,33.26],[45.79,33.604],[45.752,33.589],[45.752,33.637],[45.401,33.98],[45.436,34.455],[45.657,34.718],[45.689,34.815],[45.766,34.846],[45.886,34.987],[45.879,35.035],[46.148,35.297],[45.984,35.502],[46.022,35.68],[46.148,35.694],[46.344,35.822],[46.182,35.804],[46.087,35.866],[45.766,35.812],[45.633,35.967],[45.506,36.021],[45.406,35.991],[45.316,36.25],[45.013,36.543],[45.027,36.589],[44.849,36.798],[44.702,37.391],[44.589,37.44],[44.618,37.728],[44.224,37.899],[44.484,38.346],[44.435,38.396],[44.307,38.388],[44.314,38.638],[44.261,38.722],[44.293,38.787],[44.159,39.002],[44.185,39.038],[44.034,39.385],[44.606,39.781],[44.872,39.622],[44.924,39.49],[45.252,39.19],[45.31,39.198],[45.477,38.985],[46.54,38.876],[46.838,39.155],[47.015,39.184],[47.102,39.308],[47.823,39.68],[47.971,39.705],[48.339,39.379],[48.187,39.147],[48.271,39.108],[48.294,39.005],[48.059,38.948],[47.993,38.85],[48.223,38.721],[48.332,38.6],[48.415,38.618],[48.591,38.409],[48.888,38.442],[49.147,37.61],[50.191,37.389],[50.605,36.971],[51.973,36.58],[53.223,36.848],[54.009,36.948],[53.779,36.902],[54.009,36.948],[53.985,36.899],[53.608,36.868],[53.978,36.792],[53.847,36.648],[53.974,36.623],[53.854,36.651],[54.033,36.846],[54.02,37.028],[53.914,37.343],[54.654,37.439],[54.803,37.56],[54.787,37.652],[54.857,37.761],[55.13,37.952],[55.423,38.076],[55.709,38.119],[55.963,38.067],[56.162,38.082],[56.181,37.89],[56.22,38.071],[56.309,38.083],[56.35,38.143],[56.322,38.185],[56.424,38.255],[56.756,38.286],[57.205,38.283],[58.112,37.786],[58.757,37.656],[58.926,37.67],[59.339,37.539],[59.803,37.127],[60.065,37.009],[60.333,36.656],[61.157,36.65],[61.288,35.55],[61.121,35.159],[61.051,34.789],[60.815,34.444],[60.879,34.32],[60.763,34.322],[60.553,33.83],[60.943,33.519],[60.581,33.089],[60.858,32.235],[60.807,31.997],[60.844,31.498],[61.714,31.383],[61.771,31.318],[61.851,31.021],[61.758,30.79],[60.866,29.864],[61.314,29.396],[61.413,29.175],[61.906,28.555],[62.781,28.267],[62.84,27.474],[62.782,27.261],[63.206,27.268],[63.342,27.122],[63.176,26.631],[61.858,26.235],[61.776,25.819],[61.703,25.801],[61.681,25.738],[61.611,25.198],[61.519,25.171],[61.444,25.077],[61.225,25.119],[61.173,25.174],[60.622,25.268],[60.603,25.4],[60.555,25.441],[60.395,25.376],[60.461,25.264],[60.293,25.356],[59.247,25.426]]]]}
146669	{"type":"Polygon","coordinates":[[[33.899,34.96],[33.365,34.725],[33.109,34.696],[32.953,34.626],[32.982,34.676],[32.714,34.64],[32.404,34.751],[32.271,35.083],[32.932,35.264],[32.921,35.393],[33.369,35.329],[33.653,35.354],[34.59,35.69],[33.941,35.299],[33.921,35.142],[34.087,34.964],[33.899,34.96]]]}
